slice,ticker,date,time,expiry,tenor_years,forward_raw,forward_dea,forward_shift_bp,implied_carry,corrected_quotes,median_eep_call_bp,median_eep_put_bp,max_eep_bp,rounds,skipped_floor,max_forward_shift_bp
daily,DIA,2026-08-20,1530,2026-12-18,0.3287671233,532.2282416069,532.6451846044,7.8339134399,0.0109214301,164,0.2198994835,16.0007152356,64.2322088711,2,0,56.8594059774
daily,DIA,2026-08-20,1530,2026-12-31,0.3643835616,533.4005558897,533.9935077592,11.1164464111,0.0068053571,256,0.1709043136,4.8537225345,73.0945779653,2,0,56.8594059774
daily,DIA,2026-08-20,1530,2027-01-15,0.4054794521,534.0126275863,534.7362824836,13.5512693881,0.0067359097,93,0.1448466066,8.9511209092,87.3396382925,2,0,56.8594059774
daily,DIA,2026-08-20,1530,2027-03-19,0.5780821918,536.9057210330,538.2901054220,25.7844968824,0.0052249290,94,0.1537481306,14.7587655325,117.7683204726,2,0,56.8594059774
daily,DIA,2026-08-20,1530,2027-03-31,0.6109589041,537.3867257469,538.3792693263,18.4698194389,0.0068357173,208,0.2314779843,3.7524275681,126.1526413114,2,0,56.8594059774
daily,DIA,2026-08-20,1530,2027-06-17,0.8246575342,541.2913638006,542.7082866652,26.1767129368,0.0057692194,111,0.1921676915,17.1049916231,179.4674677320,2,0,56.8594059774
daily,DIA,2026-08-20,1530,2027-06-30,0.8602739726,541.2253531158,542.6905891044,27.0725674664,0.0072324649,236,0.3984471465,25.9401957139,179.5591449149,2,0,56.8594059774
daily,DIA,2026-08-20,1530,2027-12-17,1.3260273973,548.9926078947,551.5949858014,47.4027859272,0.0072685481,147,0.4240594943,48.9247334792,306.1782010797,2,0,56.8594059774
daily,DIA,2026-08-20,1530,2028-01-21,1.4219178082,549.8987622807,553.0254539778,56.8594059774,0.0078681807,144,0.4974957357,52.4777934868,331.3761786357,2,0,56.8594059774
daily,DIA,2026-08-21,1530,2026-08-28,0.0191780822,533.0003639292,533.0330710686,0.6136419712,-0.0064007754,99,0.0224688143,3.6205824312,5.2745017732,2,1,53.9587210383
daily,DIA,2026-08-21,1530,2026-09-04,0.0383561644,533.4513834342,533.5236708504,1.3550891126,-0.0082159003,113,0.0341434918,2.8317595107,10.6384016170,2,1,53.9587210383
daily,DIA,2026-08-21,1530,2026-09-11,0.0575342466,533.8061184618,533.9014025680,1.7849946437,-0.0051322576,126,0.0497218341,2.2830912736,14.2829034577,2,1,53.9587210383
daily,DIA,2026-08-21,1530,2026-09-18,0.0767123288,533.5265301722,533.6133159909,1.6266448580,0.0126713177,101,0.0568779951,5.5391100911,13.3667024985,2,1,53.9587210383
daily,DIA,2026-08-21,1530,2026-09-25,0.0958904110,533.5287243655,533.6004638318,1.3446223794,0.0178610058,138,0.0958497875,2.1842846276,11.9995071270,2,1,53.9587210383
daily,DIA,2026-08-21,1530,2026-09-30,0.1095890411,533.6317298092,533.7196881571,1.6482968102,0.0182063592,172,0.0520842070,1.3150997876,15.5895051838,2,1,53.9587210383
daily,DIA,2026-08-21,1530,2026-10-02,0.1150684932,533.8536929530,533.9427615368,1.6684081234,0.0154665774,144,0.0896111572,2.3945738263,15.6265758065,2,1,53.9587210383
daily,DIA,2026-08-21,1530,2026-10-16,0.1534246575,534.5589994796,534.7177180908,2.9691504835,0.0116243927,122,0.1155962540,9.3297426578,35.4821227346,2,1,53.9587210383
daily,DIA,2026-08-21,1530,2026-11-20,0.2493150685,536.3318251968,536.6746588179,6.3921923890,0.0077767146,85,0.1971253561,7.0167971130,42.1603213041,2,1,53.9587210383
daily,DIA,2026-08-21,1530,2026-12-18,0.3260273973,537.3670284777,537.8231088886,8.4873166150,0.0084992474,155,0.1987198431,13.0595273312,66.3862317555,2,1,53.9587210383
daily,DIA,2026-08-21,1530,2026-12-31,0.3616438356,537.6394064732,538.1493443886,9.4847570551,0.0098902603,267,0.1611929539,3.2669561392,68.2411409080,2,1,53.9587210383
daily,DIA,2026-08-21,1530,2027-01-15,0.4027397260,538.5551037234,539.1725913182,11.4656344446,0.0082402250,103,0.1099329401,8.6047148887,85.1574750601,2,1,53.9587210383
daily,DIA,2026-08-21,1530,2027-03-19,0.5753424658,540.8437635091,541.7687019706,17.1017680874,0.0093558649,89,0.1832403294,13.0405425835,108.6725847528,2,1,53.9587210383
daily,DIA,2026-08-21,1530,2027-03-31,0.6082191781,540.8807962708,541.6912003331,14.9830437287,0.0112241341,216,0.2407253874,2.9493399414,115.1049767442,2,1,53.9587210383
daily,DIA,2026-08-21,1530,2027-06-17,0.8219178082,544.7338639087,546.3216137849,29.1472585316,0.0082374166,113,0.3000739321,14.6690111693,165.2762638512,2,1,53.9587210383
daily,DIA,2026-08-21,1530,2027-06-30,0.8575342466,545.2206234813,546.6405931863,26.0439470529,0.0088579904,240,0.3884273550,21.4292754741,167.9721240896,2,1,53.9587210383
daily,DIA,2026-08-21,1530,2027-12-17,1.3232876712,554.1980600002,556.7294437490,45.6765176839,0.0068325095,140,0.3997996503,53.9206405619,304.5778403064,2,1,53.9587210383
daily,DIA,2026-08-21,1530,2028-01-21,1.4191780822,555.7084949814,558.7070269474,53.9587210383,0.0068184555,141,0.4110292535,58.3614051911,332.1466401682,2,1,53.9587210383
daily,DIA,2026-08-24,1538,2026-08-28,0.0109589041,533.1250519818,533.1467452937,0.4069085067,-0.0180019753,80,0.0226582717,3.0646365355,3.6866192402,2,1,58.2722291568
daily,DIA,2026-08-24,1538,2026-09-04,0.0301369863,533.5512012161,533.6078441713,1.0616217350,-0.0110886162,111,0.0399723938,2.0473253975,8.6223950857,2,1,58.2722291568
daily,DIA,2026-08-24,1538,2026-09-11,0.0493150685,533.8775749713,533.9623855927,1.5885780829,-0.0054909462,124,0.0481462756,1.8199785431,12.3738627637,2,1,58.2722291568
daily,DIA,2026-08-24,1538,2026-09-18,0.0684931507,533.6266262049,533.6871409184,1.1340272487,0.0141972725,131,0.0554330795,2.3810607209,11.5023891892,2,1,58.2722291568
daily,DIA,2026-08-24,1538,2026-09-25,0.0876712329,533.5785785829,533.6329501359,1.0189980471,0.0205175457,140,0.0593982225,1.6637893257,10.9645950139,2,1,58.2722291568
daily,DIA,2026-08-24,1538,2026-09-30,0.1013698630,533.6775897414,533.7485594507,1.3298236725,0.0205988562,168,0.0683436936,1.2300182938,14.1921052643,2,1,58.2722291568
daily,DIA,2026-08-24,1538,2026-10-02,0.1068493151,533.9056557505,533.9883582237,1.5490091240,0.0172326983,141,0.0862509200,1.9426418269,14.6310492017,2,1,58.2722291568
daily,DIA,2026-08-24,1538,2026-10-16,0.1452054795,534.6142930508,534.7548365463,2.6288765055,0.0127924630,127,0.1090487140,7.4153010817,27.6512561365,2,1,58.2722291568
daily,DIA,2026-08-24,1538,2026-11-20,0.2410958904,536.4224078722,536.7617018139,6.3251261840,0.0079748972,89,0.2236602698,6.4653801126,42.5062364058,2,1,58.2722291568
daily,DIA,2026-08-24,1538,2026-12-18,0.3178082192,537.4668714378,537.8896485606,7.8661057145,0.0089292252,158,0.1810358973,13.7159656286,66.6700831126,2,1,58.2722291568
daily,DIA,2026-08-24,1538,2026-12-31,0.3534246575,537.7142167395,538.1859886427,8.7736550102,0.0104548832,262,0.1700959467,3.1359852043,67.5390095619,2,1,58.2722291568
daily,DIA,2026-08-24,1538,2027-01-15,0.3945205479,538.7548499714,539.3305277309,10.6853378593,0.0081317295,99,0.1193999787,8.3836350758,84.6535752502,2,1,58.2722291568
daily,DIA,2026-08-24,1538,2027-03-19,0.5671232877,542.2448543678,543.2947291906,19.3616373550,0.0049660416,88,0.1643200585,14.5624768325,117.7866382858,2,1,58.2722291568
daily,DIA,2026-08-24,1538,2027-03-31,0.6000000000,542.4575642214,543.5086425686,19.3762317389,0.0062681311,209,0.2076419645,3.3340762845,126.3452751937,2,1,58.2722291568
daily,DIA,2026-08-24,1538,2027-06-17,0.8136986301,546.1547689459,547.7243982150,28.7396422838,0.0058159113,109,0.2147573170,20.1760115134,175.1680983976,2,1,58.2722291568
daily,DIA,2026-08-24,1538,2027-06-30,0.8493150685,546.4638858667,547.9752317699,27.6568304376,0.0067398307,243,0.3770873521,22.8822598862,176.9332025991,2,1,58.2722291568
daily,DIA,2026-08-24,1538,2027-12-17,1.3150684932,554.5217913149,557.2911966730,49.9422277268,0.0067345320,144,0.3742382597,60.9551194750,308.5352933870,2,1,58.2722291568
daily,DIA,2026-08-24,1538,2028-01-21,1.4109589041,555.9624422710,559.2021593549,58.2722291568,0.0068396406,145,0.3848762763,58.5660835821,335.8354149611,2,1,58.2722291568
daily,DIA,2026-08-25,1530,2026-08-28,0.0082191781,535.4407589740,535.4694869251,0.5365290289,-0.0370482615,82,0.0103804892,3.3480103341,3.9442342563,2,1,52.2655800923
daily,DIA,2026-08-25,1530,2026-09-04,0.0273972603,535.8998962774,535.9679386750,1.2696848441,-0.0185879868,105,0.0311764025,2.1362680199,9.2337878888,2,1,52.2655800923
daily,DIA,2026-08-25,1530,2026-09-11,0.0465753425,536.2504409811,536.3380658295,1.6340284635,-0.0101752688,119,0.0394655021,1.7550305667,13.0631749710,2,1,52.2655800923
daily,DIA,2026-08-25,1530,2026-09-18,0.0657534247,536.0024911503,536.0565748686,1.0090199056,0.0118129484,129,0.0490740314,2.0526251768,12.1689075611,2,1,52.2655800923
daily,DIA,2026-08-25,1530,2026-09-25,0.0849315068,535.9530579589,536.0080460114,1.0259863567,0.0187557871,140,0.0679539381,1.5446453710,11.0493671847,2,1,52.2655800923
daily,DIA,2026-08-25,1530,2026-09-30,0.0986301370,536.0790136384,536.1465850245,1.2604743765,0.0187311532,163,0.0559005489,1.1884798311,14.8901502139,2,1,52.2655800923
daily,DIA,2026-08-25,1530,2026-10-02,0.1041095890,536.2800229598,536.3675441289,1.6320050232,0.0157582859,145,0.0619548329,1.8374911351,14.3344931901,2,1,52.2655800923
daily,DIA,2026-08-25,1530,2026-10-16,0.1424657534,537.0107965497,537.1612859886,2.8023540652,0.0113273226,120,0.0964691542,7.7036659455,27.4959405430,2,1,52.2655800923
daily,DIA,2026-08-25,1530,2026-11-20,0.2383561644,538.8602081194,539.1787905785,5.9121541042,0.0068964139,87,0.1985834381,5.5580814800,42.7757613694,2,1,52.2655800923
daily,DIA,2026-08-25,1530,2026-12-18,0.3150684932,539.8719292121,540.3240975296,8.3754737577,0.0081051415,157,0.1979102213,12.4851552155,65.5798795122,2,1,52.2655800923
daily,DIA,2026-08-25,1530,2026-12-31,0.3506849315,540.1445489768,540.6276889071,8.9446414152,0.0097201828,262,0.1706049964,3.1416770491,66.8971426797,2,1,52.2655800923
daily,DIA,2026-08-25,1530,2027-01-15,0.3917808219,540.8391569668,541.6151352669,14.3476723195,0.0082530622,99,0.1887342735,8.8230885178,82.8206034408,2,1,52.2655800923
daily,DIA,2026-08-25,1530,2027-03-19,0.5643835616,543.6042327616,544.6904676709,19.9820907156,0.0080427510,88,0.1999115669,12.3596762791,109.2753687678,2,1,52.2655800923
daily,DIA,2026-08-25,1530,2027-03-31,0.5972602740,543.8818974359,544.8283756418,17.4022744716,0.0094220907,214,0.1969401382,2.9765134506,117.5945417121,2,1,52.2655800923
daily,DIA,2026-08-25,1530,2027-06-17,0.8109589041,548.1775601045,549.4179115286,22.6268186525,0.0073468456,112,0.2540736050,14.1091325450,167.3889533909,2,1,52.2655800923
daily,DIA,2026-08-25,1530,2027-06-30,0.8465753425,548.4893883360,550.0168554003,27.8486165241,0.0074672882,238,0.3761607037,21.4998859447,170.3053200268,2,1,52.2655800923
daily,DIA,2026-08-25,1530,2027-12-17,1.3123287671,556.8948740632,559.5319175482,47.3526262832,0.0069602406,140,0.3752357602,57.6251523022,302.8648549511,2,1,52.2655800923
daily,DIA,2026-08-25,1530,2028-01-21,1.4082191781,558.2852288327,561.2031389669,52.2655800923,0.0073562510,146,0.4301191371,55.7031412699,328.7326838157,2,1,52.2655800923
daily,DIA,2026-08-26,1530,2026-08-28,0.0054794521,534.3550736125,534.3702052946,0.2831765400,-0.0442150718,71,0.0277576108,2.4884042000,2.8622140582,2,1,50.6556969538
daily,DIA,2026-08-26,1530,2026-09-04,0.0246575342,534.7757234277,534.8332807176,1.0762883835,-0.0155246171,96,0.0347614148,3.8904708543,7.9796991644,2,1,50.6556969538
daily,DIA,2026-08-26,1530,2026-09-11,0.0438356164,535.1268675879,535.1949205018,1.2717155139,-0.0075979589,113,0.0489749364,2.0161306467,11.8631119619,2,1,50.6556969538
daily,DIA,2026-08-26,1530,2026-09-18,0.0630136986,534.8770888250,534.9339740674,1.0635198924,0.0139701748,126,0.0595456066,2.2053344783,10.8965650908,2,1,50.6556969538
daily,DIA,2026-08-26,1530,2026-09-25,0.0821917808,534.8275697982,534.8799391846,0.9791826243,0.0207686427,132,0.0641982742,1.3921067717,9.2126269047,2,1,50.6556969538
daily,DIA,2026-08-26,1530,2026-09-30,0.0958904110,534.9283583544,534.9927520877,1.2037823809,0.0209628284,162,0.0710818321,1.2903296765,12.5108052187,2,1,50.6556969538
daily,DIA,2026-08-26,1530,2026-10-02,0.1013698630,535.1601669673,535.2353677503,1.4052014254,0.0173810598,147,0.0594070326,1.7320287256,12.8216878567,2,1,50.6556969538
daily,DIA,2026-08-26,1530,2026-10-16,0.1397260274,535.9100557636,536.0422936172,2.4675382023,0.0122006055,116,0.0936426906,7.3525497639,25.8585575700,2,1,50.6556969538
daily,DIA,2026-08-26,1530,2026-11-20,0.2356164384,537.7083487970,538.0246696306,5.8827584576,0.0075054961,86,0.2121257603,5.8942387109,40.4388985615,2,1,50.6556969538
daily,DIA,2026-08-26,1530,2026-12-18,0.3123287671,538.7063970079,539.1418906844,8.0840635804,0.0086956446,161,0.1861592290,12.3762450461,64.4464061747,2,1,50.6556969538
daily,DIA,2026-08-26,1530,2026-12-31,0.3479452055,539.0171119911,539.4885243329,8.7457769194,0.0100148886,259,0.1653049572,3.0139129495,65.5168539978,2,1,50.6556969538
daily,DIA,2026-08-26,1530,2027-01-15,0.3890410959,539.9238517598,540.5140228061,10.9306348376,0.0083052188,95,0.1529558375,8.8400675624,79.5449870853,2,1,50.6556969538
daily,DIA,2026-08-26,1530,2027-03-19,0.5616438356,542.8623932156,543.9862274153,20.7020087171,0.0066839016,85,0.1942843980,13.1631389494,111.4002182144,2,1,50.6556969538
daily,DIA,2026-08-26,1530,2027-03-31,0.5945205479,543.1220982245,544.2453162923,20.6807653645,0.0077421273,209,0.1957435060,3.0370815392,119.6867938968,2,1,50.6556969538
daily,DIA,2026-08-26,1530,2027-06-17,0.8082191781,546.8736722304,548.1480102353,23.3022372359,0.0075108450,114,0.2542332239,14.3341719429,166.0611456662,2,1,50.6556969538
daily,DIA,2026-08-26,1530,2027-06-30,0.8438356164,547.2171756630,548.6354735722,25.9183734041,0.0078415509,241,0.3706236576,21.4094068355,168.6999216731,2,1,50.6556969538
daily,DIA,2026-08-26,1530,2027-12-17,1.3095890411,555.2347042477,557.6622297046,43.7207083476,0.0074583581,138,0.4040940909,57.0206296640,297.4395088345,2,1,50.6556969538
daily,DIA,2026-08-26,1530,2028-01-21,1.4054794521,556.5428387018,559.3620452397,50.6556969538,0.0076876714,144,0.4688342607,54.9878896735,323.4889842205,2,1,50.6556969538
daily,DIA,2026-08-27,1530,2026-08-28,0.0027397260,536.3350348224,536.3473113608,0.2288968213,-0.0895543010,50,0.0159959515,1.1267829981,3.0774395703,2,2,48.8147301964
daily,DIA,2026-08-27,1530,2026-09-04,0.0219178082,536.7506239111,536.7970659677,0.8652445773,-0.0162406880,93,0.0220217517,3.3326549026,7.1916694340,2,2,48.8147301964
daily,DIA,2026-08-27,1530,2026-09-11,0.0410958904,537.0766773712,537.1388674708,1.1579370736,-0.0064460584,113,0.0338563818,1.8724774995,11.1263319656,2,2,48.8147301964
daily,DIA,2026-08-27,1530,2026-09-18,0.0602739726,536.8018314715,536.8475048407,0.8508422748,0.0166783225,125,0.0622980347,1.5064048588,9.5537761094,2,2,48.8147301964
daily,DIA,2026-08-27,1530,2026-09-25,0.0794520548,536.8746226420,536.9323026743,1.0743668990,0.0198222653,129,0.0595151941,1.4216154133,9.9862670549,2,2,48.8147301964
daily,DIA,2026-08-27,1530,2026-09-30,0.0931506849,536.9533577720,537.0143423358,1.1357516056,0.0207844610,166,0.0511848478,0.9355862826,12.9973460511,2,2,48.8147301964
daily,DIA,2026-08-27,1530,2026-10-02,0.0986301370,537.1003739282,537.1782865951,1.4506165079,0.0186037272,139,0.0714239050,1.4977193524,12.6876160768,2,2,48.8147301964
daily,DIA,2026-08-27,1530,2026-10-09,0.1178082192,537.8788993148,538.0329411384,2.8638755627,0.0081428653,80,0.1220532737,2.4467782827,19.4744129571,2,2,48.8147301964
daily,DIA,2026-08-27,1530,2026-10-16,0.1369863014,537.8292790693,537.9761235439,2.7303176005,0.0130800713,124,0.0811848660,6.3786672923,25.3606684313,2,2,48.8147301964
daily,DIA,2026-08-27,1530,2026-11-20,0.2328767123,539.6826525687,539.9895738175,5.6870690077,0.0076818502,89,0.2035099967,4.9743034483,40.3190574445,2,2,48.8147301964
daily,DIA,2026-08-27,1530,2026-12-18,0.3095890411,540.6804457167,541.1204303315,8.1376091592,0.0087462271,155,0.1573128772,12.5012491277,61.1805358035,2,2,48.8147301964
daily,DIA,2026-08-27,1530,2026-12-31,0.3452054795,541.3576728112,541.8624542148,9.3243603798,0.0079476216,255,0.1472494237,3.1382941036,68.2659066323,2,2,48.8147301964
daily,DIA,2026-08-27,1530,2027-01-15,0.3863013699,541.9786556912,542.5123561332,9.8472594139,0.0082485414,91,0.1246075950,12.1239833061,81.9496508385,2,2,48.8147301964
daily,DIA,2026-08-27,1530,2027-03-19,0.5589041096,544.8805501265,545.7409292299,15.7902333497,0.0074843833,91,0.1403803763,11.8327733284,109.5583680203,2,2,48.8147301964
daily,DIA,2026-08-27,1530,2027-03-31,0.5917808219,545.0303134030,545.9501739723,16.8772368553,0.0086761366,211,0.1978483412,2.9505092394,117.5736167270,2,2,48.8147301964
daily,DIA,2026-08-27,1530,2027-06-17,0.8054794521,548.7827957857,550.1372136375,24.6803992795,0.0076595932,111,0.2145502153,16.5343381141,163.6153197976,2,2,48.8147301964
daily,DIA,2026-08-27,1530,2027-06-30,0.8410958904,549.0692818984,550.4334119974,24.8444075085,0.0084143349,239,0.3774286062,20.0984110079,165.4601776421,2,2,48.8147301964
daily,DIA,2026-08-27,1530,2027-12-17,1.3068493151,557.1427214488,559.6637831454,45.2498363446,0.0077153576,139,0.4006221696,54.2194111634,294.7517774733,2,2,48.8147301964
daily,DIA,2026-08-27,1530,2028-01-21,1.4027397260,558.8222971938,561.5501731603,48.8147301964,0.0077264426,141,0.3963154231,53.3846015418,321.9317889324,2,2,48.8147301964
daily,GOOGL,2026-08-14,1530,2026-08-17,0.0082191781,345.6794338800,345.6752557925,-0.1208659554,0.0641438661,17,0.5130522759,0.0496183572,2.8922631959,2,0,62.2314683550
daily,GOOGL,2026-08-14,1530,2026-08-19,0.0136986301,345.6540434069,345.6502565696,-0.1095557080,0.0589015210,31,0.7539915937,0.0187194007,3.9211616561,2,0,62.2314683550
daily,GOOGL,2026-08-14,1530,2026-08-21,0.0191780822,345.8469873268,345.8526403378,0.1634541075,0.0223621512,95,0.0338938921,2.7665017918,9.4442742324,2,0,62.2314683550
daily,GOOGL,2026-08-14,1530,2026-08-24,0.0273972603,345.8008297809,345.8024220759,0.0460465940,0.0323054788,54,0.1758924216,0.8687490845,2.0655044863,2,0,62.2314683550
daily,GOOGL,2026-08-14,1530,2026-08-26,0.0328767123,345.9449585584,345.9625559620,0.5086763991,0.0191456910,51,0.1008704147,2.3899612868,4.3595484434,2,0,62.2314683550
daily,GOOGL,2026-08-14,1530,2026-08-28,0.0383561644,346.0264887282,346.0444593870,0.5193434437,0.0156447443,82,0.0903003994,4.6899861317,8.6374106707,2,0,62.2314683550
daily,GOOGL,2026-08-14,1530,2026-09-04,0.0575342466,346.2167726991,346.2594850836,1.2336890598,0.0122460220,61,0.0448017615,10.0117921253,15.9144174629,2,0,62.2314683550
daily,GOOGL,2026-08-14,1530,2026-09-11,0.0767123288,346.3328484780,346.3503612679,0.5056635550,0.0152235108,65,0.2455801288,13.0662522950,20.1804265246,2,0,62.2314683550
daily,GOOGL,2026-08-14,1530,2026-09-18,0.0958904110,346.6741661688,346.7559739720,2.3597894267,0.0075305373,88,0.1197462883,24.2248705644,47.3885073117,2,0,62.2314683550
daily,GOOGL,2026-08-14,1530,2026-09-25,0.1150684932,346.9651131231,347.0244579547,1.7103976543,0.0058407619,71,0.1836559030,22.1936332961,35.4993548321,2,0,62.2314683550
daily,GOOGL,2026-08-14,1530,2026-10-02,0.1342465753,347.2869346088,347.3762147098,2.5707877881,0.0028982621,70,0.2260860114,28.8601604945,43.4577119541,2,0,62.2314683550
daily,GOOGL,2026-08-14,1530,2026-10-16,0.1726027397,347.8010382301,347.9316392805,3.7550506212,0.0015870942,91,0.1765127085,41.2684798182,88.6987066284,2,0,62.2314683550
daily,GOOGL,2026-08-14,1530,2026-11-20,0.2684931507,349.1931456945,349.4752687725,8.0792845286,-0.0013927598,104,0.3030243110,56.6718074833,142.7034139642,2,0,62.2314683550
daily,GOOGL,2026-08-14,1530,2026-12-18,0.3452054795,350.2786883775,350.7128741697,12.3954384512,-0.0026904630,119,0.3397377163,81.7401167666,182.4837253058,2,0,62.2314683550
daily,GOOGL,2026-08-14,1530,2027-01-15,0.4219178082,351.2007861861,351.7187407749,14.7481044801,-0.0017267266,123,0.3638229994,93.1217691563,219.3958403349,2,0,62.2314683550
daily,GOOGL,2026-08-14,1530,2027-02-19,0.5178082192,352.8826860363,353.3969150152,14.5722360202,-0.0032231418,100,0.6788483848,32.6767637809,235.6470898591,2,0,62.2314683550
daily,GOOGL,2026-08-14,1530,2027-03-19,0.5945205479,353.7612995859,354.5191048974,21.4213740281,-0.0030862969,124,0.4768667293,66.4720067059,306.7858042449,2,0,62.2314683550
daily,GOOGL,2026-08-14,1530,2027-06-17,0.8410958904,357.2855750071,358.5462970193,35.2861156575,-0.0041292225,152,0.5498780658,100.6407791533,423.3762565294,2,0,62.2314683550
daily,GOOGL,2026-08-14,1530,2027-09-17,1.0931506849,361.0407328114,362.8715101219,50.7083313359,-0.0047881257,160,0.6389852306,128.8953831680,542.5749967141,2,0,62.2314683550
daily,GOOGL,2026-08-14,1530,2027-12-17,1.3424657534,364.6021267587,366.7969539534,60.1978714224,-0.0039263479,167,0.6249255000,148.5808422789,660.9180376062,2,0,62.2314683550
daily,GOOGL,2026-08-14,1530,2028-01-21,1.4383561644,366.5179258537,368.7988207241,62.2314683550,-0.0045814085,162,0.8210955700,160.3399175232,709.2836318989,2,0,62.2314683550
daily,GOOGL,2026-08-17,1530,2026-08-19,0.0054794521,343.9753058548,343.9753058548,0.0000000000,0.0270653127,40,0.0265810717,0.1877283782,0.3655879539,2,0,66.3698252022
daily,GOOGL,2026-08-17,1530,2026-08-21,0.0109589041,344.0866943004,344.0896545375,0.0860317227,0.0021227682,88,0.0691017016,2.3044963894,6.4887730030,2,0,66.3698252022
daily,GOOGL,2026-08-17,1530,2026-08-24,0.0191780822,344.0474954885,344.0556461336,0.2369046483,0.0225836213,38,0.1126160367,1.1921477286,2.0547582260,2,0,66.3698252022
daily,GOOGL,2026-08-17,1530,2026-08-26,0.0246575342,344.1195159513,344.1382418032,0.5441671015,0.0162389396,54,0.0553712234,1.9457983223,3.2634402942,2,0,66.3698252022
daily,GOOGL,2026-08-17,1530,2026-08-28,0.0301369863,344.2741727693,344.2911270575,0.4924647128,0.0054283207,69,0.0347706473,5.1438286235,9.7584950353,2,0,66.3698252022
daily,GOOGL,2026-08-17,1530,2026-08-31,0.0383561644,344.5493464120,344.5901244998,1.1835195217,-0.0102582461,25,0.1397948126,5.9049517727,10.3222661061,2,0,66.3698252022
daily,GOOGL,2026-08-17,1530,2026-09-04,0.0493150685,344.4943966554,344.5467216069,1.5188912207,0.0029843111,73,0.1573185462,9.3135443242,17.9550701846,2,0,66.3698252022
daily,GOOGL,2026-08-17,1530,2026-09-11,0.0684931507,344.7234004012,344.7812508261,1.6781693606,0.0028089801,59,0.1355914033,15.0594131631,21.3744393105,2,0,66.3698252022
daily,GOOGL,2026-08-17,1530,2026-09-18,0.0876712329,344.9579857726,345.0246424587,1.9323131773,0.0024293700,92,0.1506125371,26.1655864707,45.6133399443,2,0,66.3698252022
daily,GOOGL,2026-08-17,1530,2026-09-25,0.1068493151,345.1959898255,345.2670040860,2.0572156879,0.0022517110,61,0.1415921194,24.3179464873,40.0877069525,2,0,66.3698252022
daily,GOOGL,2026-08-17,1530,2026-10-02,0.1260273973,345.5012200000,345.5940296071,2.6862309511,0.0001879246,74,0.2879019042,26.3156969662,44.8865009433,2,0,66.3698252022
daily,GOOGL,2026-08-17,1530,2026-10-16,0.1643835616,346.0878856834,346.2283921399,4.0598490260,-0.0021002365,93,0.1928627384,44.5458732400,87.7169468941,2,0,66.3698252022
daily,GOOGL,2026-08-17,1530,2026-11-20,0.2602739726,347.5001193360,347.7692846545,7.7457619005,-0.0039414221,106,0.1787037895,56.8285140128,141.9132069174,2,0,66.3698252022
daily,GOOGL,2026-08-17,1530,2026-12-18,0.3369863014,348.3537442924,348.7427160256,11.1659983443,-0.0024570339,124,0.3588880100,84.4312148194,178.9551347033,2,0,66.3698252022
daily,GOOGL,2026-08-17,1530,2027-01-15,0.4136986301,349.5523942303,350.0579532890,14.4630409360,-0.0036397225,129,0.3420324288,93.0459834176,221.3964372373,2,0,66.3698252022
daily,GOOGL,2026-08-17,1530,2027-02-19,0.5095890411,351.1208247015,351.8125255559,19.6997957903,-0.0052007155,103,0.5044738385,34.5702818774,236.3512809902,2,0,66.3698252022
daily,GOOGL,2026-08-17,1530,2027-03-19,0.5863013699,352.2139078589,353.0330688422,23.2574854375,-0.0052322990,124,0.5511511839,65.7899773342,310.2248626590,2,0,66.3698252022
daily,GOOGL,2026-08-17,1530,2027-06-17,0.8328767123,355.6547417712,356.7861787765,31.8127912385,-0.0046255355,154,0.4862430071,108.8324240841,426.9240222220,2,0,66.3698252022
daily,GOOGL,2026-08-17,1530,2027-09-17,1.0849315068,358.8443730323,360.4689171124,45.2715495110,-0.0035266972,159,0.5404362015,141.4248945957,545.3693899615,2,0,66.3698252022
daily,GOOGL,2026-08-17,1530,2027-12-17,1.3342465753,362.5567418474,364.7782986184,61.2747334310,-0.0037226653,166,0.7209749369,151.3743365267,667.3328119723,2,0,66.3698252022
daily,GOOGL,2026-08-17,1530,2028-01-21,1.4301369863,364.5702655433,366.9899120231,66.3698252022,-0.0048103811,165,0.7054882330,164.4219012868,718.0248560380,2,0,66.3698252022
daily,GOOGL,2026-08-18,1530,2026-08-19,0.0027397260,343.3406054575,343.3075690440,-0.9622052557,0.1892384093,28,2.0862135117,0.0140700625,3.6124503970,2,0,68.3391074718
daily,GOOGL,2026-08-18,1530,2026-08-21,0.0082191781,343.4995334176,343.5027332603,0.0931542077,0.0191598850,92,0.0452006826,1.3092059471,3.3114265407,2,0,68.3391074718
daily,GOOGL,2026-08-18,1530,2026-08-24,0.0164383562,343.4321341687,343.4302013634,-0.0562791053,0.0413460527,51,0.4319954410,0.1075718615,1.2638394903,2,0,68.3391074718
daily,GOOGL,2026-08-18,1530,2026-08-26,0.0219178082,343.5779661591,343.5824337548,0.1300314950,0.0202495985,46,0.0670670435,1.8710438911,3.3462538952,2,0,68.3391074718
daily,GOOGL,2026-08-18,1530,2026-08-28,0.0273972603,343.6762187407,343.6850472575,0.2568847183,0.0128681306,73,0.1148812738,3.9332899352,7.4253570997,2,0,68.3391074718
